Step,x-coordinate,y-coordinate,Actions
7925, 70, 63, F
7926, 71, 63, F
7927, 72, 63, LF
7928, 72, 64, LF
7929, 71, 64, RRF
7930, 72, 64, LF
7931, 72, 65, LF
7932, 71, 65, RF
7933, 71, 66, RRF
7934, 71, 65, LF
7935, 72, 65, LF
7936, 72, 66, F
7937, 72, 67, F
7938, 72, 68, F
7939, 72, 69, F
7940, 72, 70, F
7941, 72, 71, LF
7942, 71, 71, RF
7943, 71, 72, LF
7944, 70, 72, LF
7945, 70, 71, F
7946, 70, 70, LF
7947, 71, 70, RF
7948, 71, 69, F
7949, 71, 68, F
7950, 71, 67, RRF
7951, 71, 68, F
7952, 71, 69, F
7953, 71, 70, LF
7954, 70, 70, LF
7955, 70, 69, RRF
7956, 70, 70, LF
7957, 69, 70, LF
7958, 69, 69, RRF
7959, 69, 70, LF
7960, 68, 70, F
7961, 67, 70, F
7962, 66, 70, F
7963, 65, 70, F
7964, 64, 70, LF
7965, 64, 69, F
7966, 64, 68, RRF
7967, 64, 69, F
7968, 64, 70, LF
7969, 63, 70, LF
7970, 63, 69, F
7971, 63, 68, F
7972, 63, 67, LF
7973, 64, 67, F
7974, 65, 67, LF
7975, 65, 68, RF
7976, 66, 68, LF
7977, 66, 69, LF
7978, 65, 69, RRF
7979, 66, 69, F
7980, 67, 69, F
7981, 68, 69, RRF
7982, 67, 69, LF
7983, 67, 68, RRF
7984, 67, 69, LF
7985, 66, 69, LF
7986, 66, 68, RF
7987, 65, 68, LF
7988, 65, 67, LF
7989, 66, 67, F
7990, 67, 67, RF
7991, 67, 66, F
7992, 67, 65, RF
7993, 66, 65, LF
7994, 66, 64, LF
7995, 67, 64, F
7996, 68, 64, LF
7997, 68, 65, RRF
7998, 68, 64, RF
7999, 67, 64, LF
8000, 67, 63, LF
8001, 68, 63, RRF
8002, 67, 63, LF
8003, 67, 62, LF
8004, 68, 62, RRF
8005, 67, 62, LF
8006, 67, 61, LF
8007, 68, 61, RF
8008, 68, 60, F
8009, 68, 59, RF
8010, 67, 59, F
8011, 66, 59, RRF
8012, 67, 59, F
8013, 68, 59, LF
8014, 68, 60, LF
8015, 67, 60, F
8016, 66, 60, F
8017, 65, 60, RRF
8018, 66, 60, F
8019, 67, 60, F
8020, 68, 60, LF
8021, 68, 61, LF
8022, 67, 61, F
8023, 66, 61, F
8024, 65, 61, F
8025, 64, 61, RF
8026, 64, 62, RRF
8027, 64, 61, LF
8028, 65, 61, F
8029, 66, 61, LF
8030, 66, 62, F
8031, 66, 63, RRF
8032, 66, 62, F
8033, 66, 61, LF
8034, 67, 61, LF
8035, 67, 62, F
8036, 67, 63, F
8037, 67, 64, LF
8038, 66, 64, F
8039, 65, 64, LF
8040, 65, 63, F
8041, 65, 62, RRF
8042, 65, 63, LF
8043, 64, 63, F
8044, 63, 63, RRF
8045, 64, 63, F
8046, 65, 63, LF
8047, 65, 64, LF
8048, 64, 64, RRF
8049, 65, 64, F
8050, 66, 64, LF
8051, 66, 65, LF
8052, 65, 65, F
8053, 64, 65, RRF
8054, 65, 65, F
8055, 66, 65, F
8056, 67, 65, LF
8057, 67, 66, LF
8058, 66, 66, F
8059, 65, 66, F
8060, 64, 66, RRF
8061, 65, 66, F
8062, 66, 66, F
8063, 67, 66, LF
8064, 67, 67, LF
8065, 66, 67, F
8066, 65, 67, F
8067, 64, 67, F
8068, 63, 67, RF
8069, 63, 68, F
8070, 63, 69, F
8071, 63, 70, F
8072, 63, 71, RRF
8073, 63, 70, LF
8074, 64, 70, LF
8075, 64, 71, RRF
8076, 64, 70, LF
8077, 65, 70, F
8078, 66, 70, F
8079, 67, 70, F
8080, 68, 70, F
8081, 69, 70, LF
8082, 69, 71, RRF
8083, 69, 70, LF
8084, 70, 70, LF
8085, 70, 71, F
8086, 70, 72, F
8087, 70, 73, LF
8088, 69, 73, LF
8089, 69, 72, RF
8090, 68, 72, LF
8091, 68, 71, RRF
8092, 68, 72, RF
8093, 69, 72, LF
8094, 69, 73, LF
8095, 68, 73, RRF
8096, 69, 73, LF
8097, 69, 74, F
8098, 69, 75, LF
8099, 68, 75, F
8100, 67, 75, LF
8101, 67, 74, LF
8102, 68, 74, RRF
8103, 67, 74, F
8104, 66, 74, LF
8105, 66, 73, LF
8106, 67, 73, RRF
8107, 66, 73, F
8108, 65, 73, LF
8109, 65, 72, LF
8110, 66, 72, F
8111, 67, 72, RF
8112, 67, 71, RRF
8113, 67, 72, LF
8114, 66, 72, F
8115, 65, 72, LF
8116, 65, 71, LF
8117, 66, 71, RRF
8118, 65, 71, RF
8119, 65, 72, LF
8120, 64, 72, RRF
8121, 65, 72, LF
8122, 65, 73, F
8123, 65, 74, LF
8124, 64, 74, LF
8125, 64, 73, RF
8126, 63, 73, F
8127, 62, 73, LF
8128, 62, 72, LF
8129, 63, 72, RRF
8130, 62, 72, RF
8131, 62, 73, LF
8132, 61, 73, LF
8133, 61, 72, RRF
8134, 61, 73, RF
8135, 62, 73, LF
8136, 62, 74, F
8137, 62, 75, LF
8138, 61, 75, LF
8139, 61, 74, RRF
8140, 61, 75, F
8141, 61, 76, LF
8142, 60, 76, LF
8143, 60, 75, F
8144, 60, 74, F
8145, 60, 73, F
8146, 60, 72, RRF
8147, 60, 73, F
8148, 60, 74, F
8149, 60, 75, F
8150, 60, 76, LF
8151, 59, 76, LF
8152, 59, 75, RRF
8153, 59, 76, LF
8154, 58, 76, RF
8155, 58, 77, LF
8156, 57, 77, RRF
8157, 58, 77, RF
8158, 58, 76, LF
8159, 59, 76, F
8160, 60, 76, F
8161, 61, 76, LF
8162, 61, 77, LF
8163, 60, 77, F
8164, 59, 77, RF
8165, 59, 78, LF
8166, 58, 78, F
8167, 57, 78, RRF
8168, 58, 78, LF
8169, 58, 79, LF
8170, 57, 79, RRF
8171, 58, 79, RF
8172, 58, 78, LF
8173, 59, 78, LF
8174, 59, 79, F
8175, 59, 80, LF
8176, 58, 80, F
8177, 57, 80, F
8178, 56, 80, F
8179, 55, 80, F
8180, 54, 80, RF
8181, 54, 81, RF
8182, 55, 81, LF
8183, 55, 82, LF
8184, 54, 82, RRF
8185, 55, 82, F
8186, 56, 82, LF
8187, 56, 83, LF
8188, 55, 83, F
8189, 54, 83, RRF
8190, 55, 83, F
8191, 56, 83, LF
8192, 56, 84, RRF
8193, 56, 83, LF
8194, 57, 83, LF
8195, 57, 84, F
8196, 57, 85, LF
8197, 56, 85, F
8198, 55, 85, RRF
8199, 56, 85, F
8200, 57, 85, LF
8201, 57, 86, RF
8202, 58, 86, RRF
8203, 57, 86, LF
8204, 57, 85, F
8205, 57, 84, LF
8206, 58, 84, LF
8207, 58, 85, RF
8208, 59, 85, F
8209, 60, 85, LF
8210, 60, 86, LF
8211, 59, 86, RRF
8212, 60, 86, LF
8213, 60, 87, LF
8214, 59, 87, RRF
8215, 60, 87, RF
8216, 60, 86, LF
8217, 61, 86, LF
8218, 61, 87, F
8219, 61, 88, F
8220, 61, 89, LF
8221, 60, 89, LF
8222, 60, 88, RRF
8223, 60, 89, RF
8224, 61, 89, LF
8225, 61, 90, LF
8226, 60, 90, F
8227, 59, 90, LF
8228, 59, 89, F
8229, 59, 88, RRF
8230, 59, 89, LF
8231, 58, 89, RF
8232, 58, 90, F
8233, 58, 91, RRF
8234, 58, 90, F
8235, 58, 89, LF
8236, 59, 89, LF
8237, 59, 90, RF
8238, 60, 90, LF
8239, 60, 91, F
8240, 60, 92, LF
8241, 59, 92, LF
8242, 59, 91, RRF
8243, 59, 92, F
8244, 59, 93, F
8245, 59, 94, RRF
8246, 59, 93, LF
8247, 60, 93, F
8248, 61, 93, RRF
8249, 60, 93, F
8250, 59, 93, LF
8251, 59, 92, LF
8252, 60, 92, F
8253, 61, 92, RF
8254, 61, 91, LF
8255, 62, 91, LF
8256, 62, 92, RF
8257, 63, 92, LF
8258, 63, 93, LF
8259, 62, 93, RF
8260, 62, 94, LF
8261, 61, 94, RRF
8262, 62, 94, LF
8263, 62, 95, LF
8264, 61, 95, RF
8265, 61, 96, RRF
8266, 61, 95, LF
8267, 62, 95, LF
8268, 62, 96, RF
8269, 63, 96, LF
8270, 63, 97, LF
8271, 62, 97, F
8272, 61, 97, F
8273, 60, 97, LF
8274, 60, 96, F
8275, 60, 95, F
8276, 60, 94, RRF
8277, 60, 95, F
8278, 60, 96, LF
8279, 59, 96, F
8280, 58, 96, LF
8281, 58, 95, LF
8282, 59, 95, RRF
8283, 58, 95, F
8284, 57, 95, LF
8285, 57, 94, LF
8286, 58, 94, RF
8287, 58, 93, F
8288, 58, 92, RRF
8289, 58, 93, F
8290, 58, 94, LF
8291, 57, 94, RF
8292, 57, 95, RF
8293, 58, 95, LF
8294, 58, 96, F
8295, 58, 97, RRF
8296, 58, 96, LF
8297, 59, 96, LF
8298, 59, 97, F
8299, 59, 98, LF
8300, 58, 98, RF
8301, 58, 99, LF
8302, 57, 99, LF
8303, 57, 98, F
8304, 57, 97, F
8305, 57, 96, RRF
8306, 57, 97, F
8307, 57, 98, LF
8308, 56, 98, F
8309, 55, 98, RRF
8310, 56, 98, F
8311, 57, 98, LF
8312, 57, 99, LF
8313, 56, 99, F
8314, 55, 99, F
8315, 54, 99, LF
8316, 54, 98, RRF
8317, 54, 99, RF
8318, 55, 99, F
8319, 56, 99, F
8320, 57, 99, F
8321, 58, 99, RF
8322, 58, 98, LF
8323, 59, 98, RF
8324, 59, 97, F
8325, 59, 96, LF
8326, 60, 96, LF
8327, 60, 97, F
8328, 60, 98, RF
8329, 61, 98, LF
8330, 61, 99, LF
8331, 60, 99, F
8332, 59, 99, RRF
8333, 60, 99, F
8334, 61, 99, F
8335, 62, 99, RF
8336, 62, 98, RRF
8337, 62, 99, LF
8338, 61, 99, LF
8339, 61, 98, RF
8340, 60, 98, LF
8341, 60, 97, LF
8342, 61, 97, F
8343, 62, 97, F
8344, 63, 97, LF
8345, 63, 98, F
8346, 63, 99, RF
8347, 64, 99, RRF
8348, 63, 99, LF
8349, 63, 98, LF
8350, 64, 98, F
8351, 65, 98, LF
8352, 65, 99, RRF
8353, 65, 98, RF
8354, 64, 98, LF
8355, 64, 97, LF
8356, 65, 97, RRF
8357, 64, 97, RF
8358, 64, 98, LF
8359, 63, 98, LF
8360, 63, 97, F
8361, 63, 96, RF
8362, 62, 96, LF
8363, 62, 95, LF
8364, 63, 95, RRF
8365, 62, 95, LF
8366, 62, 94, F
8367, 62, 93, LF
8368, 63, 93, F
8369, 64, 93, LF
8370, 64, 94, LF
8371, 63, 94, RRF
8372, 64, 94, LF
8373, 64, 95, RF
8374, 65, 95, LF
8375, 65, 96, LF
8376, 64, 96, RRF
8377, 65, 96, RF
8378, 65, 95, RF
8379, 64, 95, LF
8380, 64, 94, F
8381, 64, 93, RF
8382, 63, 93, LF
8383, 63, 92, F
8384, 63, 91, LF
8385, 64, 91, LF
8386, 64, 92, RF
8387, 65, 92, LF
8388, 65, 93, RRF
8389, 65, 92, LF
8390, 66, 92, LF
8391, 66, 93, F
8392, 66, 94, LF
8393, 65, 94, RRF
8394, 66, 94, RF
8395, 66, 93, LF
8396, 67, 93, RRF
8397, 66, 93, LF
8398, 66, 92, F
8399, 66, 91, LF
8400, 67, 91, LF
8401, 67, 92, RRF
8402, 67, 91, RF
8403, 66, 91, LF
8404, 66, 90, LF
8405, 67, 90, RRF
8406, 66, 90, LF
8407, 66, 89, LF
8408, 67, 89, RRF
8409, 66, 89, RF
8410, 66, 90, LF
8411, 65, 90, RRF
8412, 66, 90, LF
8413, 66, 91, F
8414, 66, 92, LF
8415, 65, 92, F
8416, 64, 92, LF
8417, 64, 91, LF
8418, 65, 91, RRF
8419, 64, 91, LF
8420, 64, 90, RRF
8421, 64, 91, LF
8422, 63, 91, LF
8423, 63, 90, F
8424, 63, 89, LF
8425, 64, 89, RF
8426, 64, 88, LF
8427, 65, 88, LF
8428, 65, 89, RRF
8429, 65, 88, LF
8430, 66, 88, RRF
8431, 65, 88, LF
8432, 65, 87, F
8433, 65, 86, F
8434, 65, 85, F
8435, 65, 84, LF
8436, 66, 84, LF
8437, 66, 85, F
8438, 66, 86, RF
8439, 67, 86, LF
8440, 67, 87, LF
8441, 66, 87, RRF
8442, 67, 87, RF
8443, 67, 86, F
8444, 67, 85, LF
8445, 68, 85, LF
8446, 68, 86, RF
8447, 69, 86, LF
8448, 69, 87, LF
8449, 68, 87, RF
8450, 68, 88, LF
8451, 67, 88, RRF
8452, 68, 88, LF
8453, 68, 89, F
8454, 68, 90, F
8455, 68, 91, F
8456, 68, 92, RRF
8457, 68, 91, F
8458, 68, 90, F
8459, 68, 89, F
8460, 68, 88, F
8461, 68, 87, LF
8462, 69, 87, F
8463, 70, 87, LF
8464, 70, 88, F
8465, 70, 89, LF
8466, 69, 89, LF
8467, 69, 88, RRF
8468, 69, 89, F
8469, 69, 90, RRF
8470, 69, 89, LF
8471, 70, 89, LF
8472, 70, 90, F
8473, 70, 91, LF
8474, 69, 91, RRF
8475, 70, 91, LF
8476, 70, 92, LF
8477, 69, 92, RF
8478, 69, 93, LF
8479, 68, 93, RRF
8480, 69, 93, F
8481, 70, 93, LF
8482, 70, 94, RRF
8483, 70, 93, RF
8484, 69, 93, LF
8485, 69, 92, LF
8486, 70, 92, F
8487, 71, 92, LF
8488, 71, 93, F
8489, 71, 94, F
8490, 71, 95, LF
8491, 70, 95, F
8492, 69, 95, F
8493, 68, 95, LF
8494, 68, 94, LF
8495, 69, 94, RRF
8496, 68, 94, RF
8497, 68, 95, LF
8498, 67, 95, LF
8499, 67, 94, RRF
8500, 67, 95, LF
8501, 66, 95, RF
8502, 66, 96, F
8503, 66, 97, F
8504, 66, 98, F
8505, 66, 99, RF
8506, 67, 99, F
8507, 68, 99, F
8508, 69, 99, F
8509, 70, 99, F
8510, 71, 99, F
8511, 72, 99, F
8512, 73, 99, RRF
8513, 72, 99, F
8514, 71, 99, LF
8515, 71, 98, LF
8516, 72, 98, F
8517, 73, 98, RRF
8518, 72, 98, F
8519, 71, 98, LF
8520, 71, 97, LF
8521, 72, 97, F
8522, 73, 97, RRF
8523, 72, 97, F
8524, 71, 97, RF
8525, 71, 98, F
8526, 71, 99, LF
8527, 70, 99, F
8528, 69, 99, F
8529, 68, 99, LF
8530, 68, 98, F
8531, 68, 97, RRF
8532, 68, 98, F
8533, 68, 99, LF
8534, 67, 99, LF
8535, 67, 98, F
8536, 67, 97, F
8537, 67, 96, RRF
8538, 67, 97, F
8539, 67, 98, F
8540, 67, 99, LF
8541, 66, 99, LF
8542, 66, 98, F
8543, 66, 97, F
8544, 66, 96, F
8545, 66, 95, LF
8546, 67, 95, F
8547, 68, 95, LF
8548, 68, 96, RRF
8549, 68, 95, LF
8550, 69, 95, F
8551, 70, 95, LF
8552, 70, 96, LF
8553, 69, 96, RRF
8554, 70, 96, LF
8555, 70, 97, LF
8556, 69, 97, RF
8557, 69, 98, RRF
8558, 69, 97, LF
8559, 70, 97, LF
8560, 70, 98, RRF
8561, 70, 97, F
8562, 70, 96, F
8563, 70, 95, LF
8564, 71, 95, F
8565, 72, 95, LF
8566, 72, 96, LF
8567, 71, 96, RRF
8568, 72, 96, F
8569, 73, 96, RF
8570, 73, 95, RRF
8571, 73, 96, LF
8572, 72, 96, LF
8573, 72, 95, RF
8574, 71, 95, LF
8575, 71, 94, LF
8576, 72, 94, F
8577, 73, 94, RF
8578, 73, 93, RRF
8579, 73, 94, LF
8580, 72, 94, LF
8581, 72, 93, F
8582, 72, 92, RRF
8583, 72, 93, F
8584, 72, 94, LF
8585, 71, 94, LF
8586, 71, 93, F
8587, 71, 92, F
8588, 71, 91, LF
8589, 72, 91, RRF
8590, 71, 91, RF
8591, 71, 92, LF
8592, 70, 92, LF
8593, 70, 91, F
8594, 70, 90, LF
8595, 71, 90, RF
8596, 71, 89, LF
8597, 72, 89, LF
8598, 72, 90, RRF
8599, 72, 89, RF
8600, 71, 89, RF
8601, 71, 90, LF
8602, 70, 90, LF
8603, 70, 89, F
8604, 70, 88, LF
8605, 71, 88, F
8606, 72, 88, RRF
8607, 71, 88, LF
8608, 71, 87, LF
8609, 72, 87, RRF
8610, 71, 87, RF
8611, 71, 88, LF
8612, 70, 88, LF
8613, 70, 87, F
8614, 70, 86, RRF
8615, 70, 87, LF
8616, 69, 87, LF
8617, 69, 86, F
8618, 69, 85, LF
8619, 70, 85, RF
8620, 70, 84, RRF
8621, 70, 85, LF
8622, 69, 85, RF
8623, 69, 86, LF
8624, 68, 86, LF
8625, 68, 85, F
8626, 68, 84, LF
8627, 69, 84, RRF
8628, 68, 84, RF
8629, 68, 85, LF
8630, 67, 85, LF
8631, 67, 84, F
8632, 67, 83, RF
8633, 66, 83, RRF
8634, 67, 83, LF
8635, 67, 84, F
8636, 67, 85, F
8637, 67, 86, LF
8638, 66, 86, LF
8639, 66, 85, F
8640, 66, 84, RF
8641, 65, 84, LF
8642, 65, 83, RF
8643, 64, 83, F
8644, 63, 83, LF
8645, 63, 82, F
8646, 63, 81, LF
8647, 64, 81, LF
8648, 64, 82, RRF
8649, 64, 81, LF
8650, 65, 81, LF
8651, 65, 82, RF
8652, 66, 82, RF
8653, 66, 81, LF
8654, 67, 81, RRF
8655, 66, 81, RF
8656, 66, 82, LF
8657, 65, 82, LF
8658, 65, 81, RF
8659, 64, 81, LF
8660, 64, 80, RRF
8661, 64, 81, LF
8662, 63, 81, LF
8663, 63, 80, RF
8664, 62, 80, LF
8665, 62, 79, LF
8666, 63, 79, RRF
8667, 62, 79, RF
8668, 62, 80, LF
8669, 61, 80, LF
8670, 61, 79, RF
8671, 60, 79, RRF
8672, 61, 79, LF
8673, 61, 80, LF
8674, 60, 80, RF
8675, 60, 81, RF
8676, 61, 81, RRF
8677, 60, 81, LF
8678, 60, 80, LF
8679, 61, 80, F
8680, 62, 80, LF
8681, 62, 81, F
8682, 62, 82, LF
8683, 61, 82, F
8684, 60, 82, RF
8685, 60, 83, RRF
8686, 60, 82, LF
8687, 61, 82, F
8688, 62, 82, RF
8689, 62, 81, F
8690, 62, 80, LF
8691, 63, 80, LF
8692, 63, 81, F
8693, 63, 82, F
8694, 63, 83, LF
8695, 62, 83, F
8696, 61, 83, RRF
8697, 62, 83, F
8698, 63, 83, F
8699, 64, 83, F
8700, 65, 83, LF
8701, 65, 84, F
8702, 65, 85, LF
8703, 64, 85, LF
8704, 64, 84, RRF
8705, 64, 85, F
8706, 64, 86, LF
8707, 63, 86, LF
8708, 63, 85, RF
8709, 62, 85, LF
8710, 62, 84, LF
8711, 63, 84, RRF
8712, 62, 84, F
8713, 61, 84, F
8714, 60, 84, RRF
8715, 61, 84, F
8716, 62, 84, LF
8717, 62, 85, F
8718, 62, 86, RRF
8719, 62, 85, LF
8720, 63, 85, LF
8721, 63, 86, RF
8722, 64, 86, RF
8723, 64, 85, LF
8724, 65, 85, LF
8725, 65, 86, F
8726, 65, 87, F
8727, 65, 88, LF
8728, 64, 88, LF
8729, 64, 87, RF
8730, 63, 87, F
8731, 62, 87, RRF
8732, 63, 87, F
8733, 64, 87, LF
8734, 64, 88, F
8735, 64, 89, LF
8736, 63, 89, LF
8737, 63, 88, RF
8738, 62, 88, RRF
8739, 63, 88, LF
8740, 63, 89, LF
8741, 62, 89, RF
8742, 62, 90, RRF
8743, 62, 89, LF
8744, 63, 89, LF
8745, 63, 90, F
8746, 63, 91, F
8747, 63, 92, LF
8748, 62, 92, LF
8749, 62, 91, RF
8750, 61, 91, RF
8751, 61, 92, LF
8752, 60, 92, LF
8753, 60, 91, F
8754, 60, 90, LF
8755, 61, 90, RF
8756, 61, 89, F
8757, 61, 88, F
8758, 61, 87, F
8759, 61, 86, F
8760, 61, 85, RRF
8761, 61, 86, LF
8762, 60, 86, LF
8763, 60, 85, RF
8764, 59, 85, LF
8765, 59, 84, RRF
8766, 59, 85, LF
8767, 58, 85, LF
8768, 58, 84, RF
8769, 57, 84, LF
8770, 57, 83, LF
8771, 58, 83, F
8772, 59, 83, RF
8773, 59, 82, RF
8774, 58, 82, LF
8775, 58, 81, RRF
8776, 58, 82, LF
8777, 57, 82, RRF
8778, 58, 82, F
8779, 59, 82, LF
8780, 59, 83, LF
8781, 58, 83, F
8782, 57, 83, F
8783, 56, 83, LF
8784, 56, 82, RF
8785, 55, 82, LF
8786, 55, 81, LF
8787, 56, 81, RRF
8788, 55, 81, F
8789, 54, 81, LF
8790, 54, 80, LF
8791, 55, 80, F
8792, 56, 80, F
8793, 57, 80, LF
8794, 57, 81, RRF
8795, 57, 80, LF
8796, 58, 80, F
8797, 59, 80, LF
8798, 59, 81, RRF
8799, 59, 80, F
8800, 59, 79, F
8801, 59, 78, F
8802, 59, 77, LF
8803, 60, 77, LF
8804, 60, 78, RF
8805, 61, 78, RRF
8806, 60, 78, LF
8807, 60, 77, LF
8808, 61, 77, RF
8809, 61, 76, LF
8810, 62, 76, LF
8811, 62, 77, F
8812, 62, 78, RRF
8813, 62, 77, LF
8814, 63, 77, LF
8815, 63, 78, RRF
8816, 63, 77, LF
8817, 64, 77, LF
8818, 64, 78, RF
8819, 65, 78, F
8820, 66, 78, F
8821, 67, 78, LF
8822, 67, 79, LF
8823, 66, 79, F
8824, 65, 79, F
8825, 64, 79, RRF
8826, 65, 79, LF
8827, 65, 80, RRF
8828, 65, 79, LF
8829, 66, 79, LF
8830, 66, 80, RRF
8831, 66, 79, LF
8832, 67, 79, LF
8833, 67, 80, RRF
8834, 67, 79, LF
8835, 68, 79, RRF
8836, 67, 79, LF
8837, 67, 78, F
8838, 67, 77, LF
8839, 68, 77, LF
8840, 68, 78, RF
8841, 69, 78, LF
8842, 69, 79, RF
8843, 70, 79, LF
8844, 70, 80, LF
8845, 69, 80, F
8846, 68, 80, RF
8847, 68, 81, F
8848, 68, 82, LF
8849, 67, 82, RRF
8850, 68, 82, LF
8851, 68, 83, RRF
8852, 68, 82, LF
8853, 69, 82, F
8854, 70, 82, LF
8855, 70, 83, LF
8856, 69, 83, RRF
8857, 70, 83, F
8858, 71, 83, LF
8859, 71, 84, F
8860, 71, 85, F
8861, 71, 86, RF
8862, 72, 86, RRF
8863, 71, 86, LF
8864, 71, 85, LF
8865, 72, 85, F
8866, 73, 85, LF
8867, 73, 86, RRF
8868, 73, 85, RF
8869, 72, 85, F
8870, 71, 85, LF
8871, 71, 84, F
8872, 71, 83, F
8873, 71, 82, LF
8874, 72, 82, LF
8875, 72, 83, F
8876, 72, 84, RRF
8877, 72, 83, LF
8878, 73, 83, RRF
8879, 72, 83, LF
8880, 72, 82, RF
8881, 71, 82, RF
8882, 71, 83, LF
8883, 70, 83, LF
8884, 70, 82, F
8885, 70, 81, LF
8886, 71, 81, RRF
8887, 70, 81, RF
8888, 70, 82, LF
8889, 69, 82, LF
8890, 69, 81, RRF
8891, 69, 82, LF
8892, 68, 82, LF
8893, 68, 81, F
8894, 68, 80, LF
8895, 69, 80, F
8896, 70, 80, F
8897, 71, 80, F
8898, 72, 80, F
8899, 73, 80, LF
8900, 73, 81, LF
8901, 72, 81, RRF
8902, 73, 81, LF
8903, 73, 82, RRF
8904, 73, 81, F
8905, 73, 80, LF
8906, 74, 80, LF
8907, 74, 81, F
8908, 74, 82, RF
8909, 75, 82, LF
8910, 75, 83, F
8911, 75, 84, LF
8912, 74, 84, LF
8913, 74, 83, RRF
8914, 74, 84, LF
8915, 73, 84, RRF
8916, 74, 84, LF
8917, 74, 85, RRF
8918, 74, 84, LF
8919, 75, 84, F
8920, 76, 84, LF
8921, 76, 85, F
8922, 76, 86, LF
8923, 75, 86, LF
8924, 75, 85, RRF
8925, 75, 86, LF
8926, 74, 86, RRF
8927, 75, 86, F
8928, 76, 86, RF
8929, 76, 85, LF
8930, 77, 85, LF
8931, 77, 86, RRF
8932, 77, 85, LF
8933, 78, 85, LF
8934, 78, 86, F
8935, 78, 87, F
8936, 78, 88, F
8937, 78, 89, LF
8938, 77, 89, LF
8939, 77, 88, F
8940, 77, 87, RF
8941, 76, 87, RRF
8942, 77, 87, LF
8943, 77, 88, LF
8944, 76, 88, RF
8945, 76, 89, LF
8946, 75, 89, LF
8947, 75, 88, RF
8948, 74, 88, LF
8949, 74, 87, LF
8950, 75, 87, RRF
8951, 74, 87, F
8952, 73, 87, RF
8953, 73, 88, RRF
8954, 73, 87, LF
8955, 74, 87, LF
8956, 74, 88, RF
8957, 75, 88, LF
8958, 75, 89, LF
8959, 74, 89, F
8960, 73, 89, RF
8961, 73, 90, RRF
8962, 73, 89, LF
8963, 74, 89, F
8964, 75, 89, F
8965, 76, 89, RF
8966, 76, 88, LF
8967, 77, 88, LF
8968, 77, 89, RF
8969, 78, 89, LF
8970, 78, 90, RRF
8971, 78, 89, LF
8972, 79, 89, F
8973, 80, 89, LF
8974, 80, 90, LF
8975, 79, 90, RRF
8976, 80, 90, F
8977, 81, 90, LF
8978, 81, 91, LF
8979, 80, 91, F
8980, 79, 91, F
8981, 78, 91, F
8982, 77, 91, LF
8983, 77, 90, RRF
8984, 77, 91, LF
8985, 76, 91, RRF
8986, 77, 91, LF
8987, 77, 92, LF
8988, 76, 92, F
8989, 75, 92, LF
8990, 75, 91, F
8991, 75, 90, LF
8992, 76, 90, RRF
8993, 75, 90, F
8994, 74, 90, RRF
8995, 75, 90, LF
8996, 75, 91, F
8997, 75, 92, LF
8998, 74, 92, F
8999, 73, 92, LF
9000, 73, 91, LF
9001, 74, 91, RRF
9002, 73, 91, RF
9003, 73, 92, RF
9004, 74, 92, LF
9005, 74, 93, RF
9006, 75, 93, LF
9007, 75, 94, LF
9008, 74, 94, RF
9009, 74, 95, F
9010, 74, 96, RF
9011, 75, 96, RRF
9012, 74, 96, LF
9013, 74, 95, LF
9014, 75, 95, F
9015, 76, 95, LF
9016, 76, 96, F
9017, 76, 97, LF
9018, 75, 97, RRF
9019, 76, 97, LF
9020, 76, 98, RF
9021, 77, 98, LF
9022, 77, 99, LF
9023, 76, 99, F
9024, 75, 99, LF
9025, 75, 98, RRF
9026, 75, 99, LF
9027, 74, 99, LF
9028, 74, 98, F
9029, 74, 97, RRF
9030, 74, 98, F
9031, 74, 99, RF
9032, 75, 99, F
9033, 76, 99, F
9034, 77, 99, RF
9035, 77, 98, RF
9036, 76, 98, LF
9037, 76, 97, F
9038, 76, 96, LF
9039, 77, 96, LF
9040, 77, 97, RRF
9041, 77, 96, LF
9042, 78, 96, LF
9043, 78, 97, RRF
9044, 78, 96, LF
9045, 79, 96, F
9046, 80, 96, RRF
9047, 79, 96, F
9048, 78, 96, LF
9049, 78, 95, F
9050, 78, 94, LF
9051, 79, 94, LF
9052, 79, 95, RRF
9053, 79, 94, LF
9054, 80, 94, LF
9055, 80, 95, RF
9056, 81, 95, RRF
9057, 80, 95, LF
9058, 80, 94, LF
9059, 81, 94, RF
9060, 81, 93, RF
9061, 80, 93, RRF
9062, 81, 93, LF
9063, 81, 94, LF
9064, 80, 94, F
9065, 79, 94, LF
9066, 79, 93, RRF
9067, 79, 94, LF
9068, 78, 94, RF
9069, 78, 95, F
9070, 78, 96, LF
9071, 77, 96, F
9072, 76, 96, LF
9073, 76, 95, F
9074, 76, 94, LF
9075, 77, 94, LF
9076, 77, 95, RRF
9077, 77, 94, RF
9078, 76, 94, RF
9079, 76, 95, LF
9080, 75, 95, F
9081, 74, 95, LF
9082, 74, 94, LF
9083, 75, 94, RF
9084, 75, 93, LF
9085, 76, 93, RRF
9086, 75, 93, F
9087, 74, 93, LF
9088, 74, 92, LF
9089, 75, 92, F
9090, 76, 92, F
9091, 77, 92, LF
9092, 77, 93, RRF
9093, 77, 92, LF
9094, 78, 92, LF
9095, 78, 93, RRF
9096, 78, 92, RF
9097, 77, 92, LF
9098, 77, 91, LF
9099, 78, 91, F
9100, 79, 91, LF
