Step,x-coordinate,y-coordinate,Actions
3436, 28, 60, RRF
3437, 27, 60, F
3438, 26, 60, LF
3439, 26, 59, RRF
3440, 26, 60, F
3441, 26, 61, F
3442, 26, 62, LF
3443, 25, 62, LF
3444, 25, 61, RRF
3445, 25, 62, LF
3446, 24, 62, F
3447, 23, 62, LF
3448, 23, 61, LF
3449, 24, 61, RF
3450, 24, 60, F
3451, 24, 59, RRF
3452, 24, 60, F
3453, 24, 61, LF
3454, 23, 61, LF
3455, 23, 60, RRF
3456, 23, 61, LF
3457, 22, 61, F
3458, 21, 61, RF
3459, 21, 62, RRF
3460, 21, 61, LF
3461, 22, 61, F
3462, 23, 61, LF
3463, 23, 62, LF
3464, 22, 62, RRF
3465, 23, 62, F
3466, 24, 62, F
3467, 25, 62, LF
3468, 25, 63, F
3469, 25, 64, F
3470, 25, 65, LF
3471, 24, 65, LF
3472, 24, 64, F
3473, 24, 63, RF
3474, 23, 63, RRF
3475, 24, 63, LF
3476, 24, 64, LF
3477, 23, 64, RRF
3478, 24, 64, LF
3479, 24, 65, LF
3480, 23, 65, F
3481, 22, 65, LF
3482, 22, 64, F
3483, 22, 63, RRF
3484, 22, 64, LF
3485, 21, 64, F
3486, 20, 64, RRF
3487, 21, 64, F
3488, 22, 64, LF
3489, 22, 65, LF
3490, 21, 65, RRF
3491, 22, 65, F
3492, 23, 65, LF
3493, 23, 66, LF
3494, 22, 66, F
3495, 21, 66, RF
3496, 21, 67, LF
3497, 20, 67, LF
3498, 20, 66, F
3499, 20, 65, RRF
3500, 20, 66, F
3501, 20, 67, F
3502, 20, 68, LF
3503, 19, 68, F
3504, 18, 68, LF
3505, 18, 67, LF
3506, 19, 67, RRF
3507, 18, 67, F
3508, 17, 67, RRF
3509, 18, 67, LF
3510, 18, 68, LF
3511, 17, 68, RRF
3512, 18, 68, F
3513, 19, 68, F
3514, 20, 68, LF
3515, 20, 69, RRF
3516, 20, 68, F
3517, 20, 67, LF
3518, 21, 67, LF
3519, 21, 68, F
3520, 21, 69, F
3521, 21, 70, LF
3522, 20, 70, F
3523, 19, 70, F
3524, 18, 70, RF
3525, 18, 71, LF
3526, 17, 71, RRF
3527, 18, 71, RF
3528, 18, 70, LF
3529, 19, 70, F
3530, 20, 70, F
3531, 21, 70, RF
3532, 21, 69, F
3533, 21, 68, F
3534, 21, 67, F
3535, 21, 66, LF
3536, 22, 66, LF
3537, 22, 67, RF
3538, 23, 67, LF
3539, 23, 68, LF
3540, 22, 68, RRF
3541, 23, 68, LF
3542, 23, 69, LF
3543, 22, 69, RF
3544, 22, 70, RF
3545, 23, 70, LF
3546, 23, 71, F
3547, 23, 72, LF
3548, 22, 72, F
3549, 21, 72, RF
3550, 21, 73, LF
3551, 20, 73, F
3552, 19, 73, LF
3553, 19, 72, LF
3554, 20, 72, RRF
3555, 19, 72, LF
3556, 19, 71, LF
3557, 20, 71, F
3558, 21, 71, F
3559, 22, 71, RRF
3560, 21, 71, F
3561, 20, 71, F
3562, 19, 71, RF
3563, 19, 72, F
3564, 19, 73, LF
3565, 18, 73, LF
3566, 18, 72, RRF
3567, 18, 73, RF
3568, 19, 73, LF
3569, 19, 74, RRF
3570, 19, 73, LF
3571, 20, 73, F
3572, 21, 73, LF
3573, 21, 74, RRF
3574, 21, 73, F
3575, 21, 72, LF
3576, 22, 72, LF
3577, 22, 73, F
3578, 22, 74, RRF
3579, 22, 73, F
3580, 22, 72, LF
3581, 23, 72, F
3582, 24, 72, F
3583, 25, 72, F
3584, 26, 72, LF
3585, 26, 73, RRF
3586, 26, 72, F
3587, 26, 71, LF
3588, 27, 71, F
3589, 28, 71, LF
3590, 28, 72, LF
3591, 27, 72, RRF
3592, 28, 72, F
3593, 29, 72, F
3594, 30, 72, LF
3595, 30, 73, LF
3596, 29, 73, RF
3597, 29, 74, LF
3598, 28, 74, LF
3599, 28, 73, RRF
3600, 28, 74, RF
3601, 29, 74, LF
3602, 29, 75, LF
3603, 28, 75, F
3604, 27, 75, LF
3605, 27, 74, F
3606, 27, 73, RRF
3607, 27, 74, F
3608, 27, 75, LF
3609, 26, 75, LF
3610, 26, 74, RRF
3611, 26, 75, LF
3612, 25, 75, F
3613, 24, 75, LF
3614, 24, 74, LF
3615, 25, 74, RRF
3616, 24, 74, LF
3617, 24, 73, LF
3618, 25, 73, RRF
3619, 24, 73, RF
3620, 24, 74, F
3621, 24, 75, LF
3622, 23, 75, LF
3623, 23, 74, F
3624, 23, 73, RRF
3625, 23, 74, F
3626, 23, 75, RF
3627, 24, 75, LF
3628, 24, 76, LF
3629, 23, 76, F
3630, 22, 76, F
3631, 21, 76, RF
3632, 21, 77, RF
3633, 22, 77, RRF
3634, 21, 77, LF
3635, 21, 76, LF
3636, 22, 76, F
3637, 23, 76, F
3638, 24, 76, F
3639, 25, 76, RRF
3640, 24, 76, LF
3641, 24, 75, LF
3642, 25, 75, F
3643, 26, 75, LF
3644, 26, 76, RF
3645, 27, 76, LF
3646, 27, 77, F
3647, 27, 78, LF
3648, 26, 78, RF
3649, 26, 79, LF
3650, 25, 79, F
3651, 24, 79, F
3652, 23, 79, LF
3653, 23, 78, F
3654, 23, 77, LF
3655, 24, 77, LF
3656, 24, 78, RF
3657, 25, 78, RF
3658, 25, 77, LF
3659, 26, 77, RRF
3660, 25, 77, RF
3661, 25, 78, LF
3662, 24, 78, LF
3663, 24, 77, RF
3664, 23, 77, RF
3665, 23, 78, LF
3666, 22, 78, F
3667, 21, 78, F
3668, 20, 78, LF
3669, 20, 77, F
3670, 20, 76, F
3671, 20, 75, LF
3672, 21, 75, F
3673, 22, 75, RRF
3674, 21, 75, F
3675, 20, 75, LF
3676, 20, 74, RRF
3677, 20, 75, LF
3678, 19, 75, RRF
3679, 20, 75, LF
3680, 20, 76, LF
3681, 19, 76, RF
3682, 19, 77, LF
3683, 18, 77, LF
3684, 18, 76, F
3685, 18, 75, F
3686, 18, 74, RRF
3687, 18, 75, F
3688, 18, 76, F
3689, 18, 77, F
3690, 18, 78, LF
3691, 17, 78, LF
3692, 17, 77, RRF
3693, 17, 78, RF
3694, 18, 78, RF
3695, 18, 77, LF
3696, 19, 77, LF
3697, 19, 78, RRF
3698, 19, 77, F
3699, 19, 76, LF
3700, 20, 76, LF
3701, 20, 77, F
3702, 20, 78, RF
3703, 21, 78, LF
3704, 21, 79, F
3705, 21, 80, LF
3706, 20, 80, LF
3707, 20, 79, RF
3708, 19, 79, RRF
3709, 20, 79, LF
3710, 20, 80, RF
3711, 21, 80, F
3712, 22, 80, F
3713, 23, 80, LF
3714, 23, 81, RRF
3715, 23, 80, RF
3716, 22, 80, LF
3717, 22, 79, RRF
3718, 22, 80, LF
3719, 21, 80, LF
3720, 21, 79, F
3721, 21, 78, LF
3722, 22, 78, F
3723, 23, 78, LF
3724, 23, 79, RF
3725, 24, 79, LF
3726, 24, 80, F
3727, 24, 81, RRF
3728, 24, 80, F
3729, 24, 79, LF
3730, 25, 79, F
3731, 26, 79, F
3732, 27, 79, F
3733, 28, 79, RRF
3734, 27, 79, F
3735, 26, 79, LF
3736, 26, 78, LF
3737, 27, 78, RF
3738, 27, 77, F
3739, 27, 76, LF
3740, 28, 76, LF
3741, 28, 77, RRF
3742, 28, 76, RF
3743, 27, 76, F
3744, 26, 76, LF
3745, 26, 75, LF
3746, 27, 75, F
3747, 28, 75, F
3748, 29, 75, F
3749, 30, 75, LF
3750, 30, 76, F
3751, 30, 77, LF
3752, 29, 77, LF
3753, 29, 76, RRF
3754, 29, 77, F
3755, 29, 78, LF
3756, 28, 78, RRF
3757, 29, 78, F
3758, 30, 78, RRF
3759, 29, 78, LF
3760, 29, 77, LF
3761, 30, 77, RF
3762, 30, 76, F
3763, 30, 75, F
3764, 30, 74, RRF
3765, 30, 75, LF
3766, 29, 75, LF
3767, 29, 74, F
3768, 29, 73, LF
3769, 30, 73, F
3770, 31, 73, F
3771, 32, 73, LF
3772, 32, 74, LF
3773, 31, 74, RF
3774, 31, 75, RRF
3775, 31, 74, LF
3776, 32, 74, LF
3777, 32, 75, F
3778, 32, 76, LF
3779, 31, 76, RF
3780, 31, 77, RF
3781, 32, 77, LF
3782, 32, 78, LF
3783, 31, 78, RRF
3784, 32, 78, F
3785, 33, 78, LF
3786, 33, 79, RRF
3787, 33, 78, RF
3788, 32, 78, LF
3789, 32, 77, LF
3790, 33, 77, F
3791, 34, 77, LF
3792, 34, 78, RRF
3793, 34, 77, RF
3794, 33, 77, F
3795, 32, 77, F
3796, 31, 77, LF
3797, 31, 76, LF
3798, 32, 76, F
3799, 33, 76, F
3800, 34, 76, F
3801, 35, 76, LF
3802, 35, 77, F
3803, 35, 78, RRF
3804, 35, 77, LF
3805, 36, 77, RRF
3806, 35, 77, LF
3807, 35, 76, RF
3808, 34, 76, F
3809, 33, 76, F
3810, 32, 76, LF
3811, 32, 75, LF
3812, 33, 75, RF
3813, 33, 74, LF
3814, 34, 74, LF
3815, 34, 75, RRF
3816, 34, 74, F
3817, 34, 73, F
3818, 34, 72, LF
3819, 35, 72, LF
3820, 35, 73, RRF
3821, 35, 72, LF
3822, 36, 72, RF
3823, 36, 71, LF
3824, 37, 71, LF
3825, 37, 72, RF
3826, 38, 72, LF
3827, 38, 73, LF
3828, 37, 73, F
3829, 36, 73, RRF
3830, 37, 73, F
3831, 38, 73, LF
3832, 38, 74, F
3833, 38, 75, RRF
3834, 38, 74, LF
3835, 39, 74, LF
3836, 39, 75, F
3837, 39, 76, F
3838, 39, 77, LF
3839, 38, 77, LF
3840, 38, 76, RRF
3841, 38, 77, RF
3842, 39, 77, LF
3843, 39, 78, LF
3844, 38, 78, RF
3845, 38, 79, RRF
3846, 38, 78, LF
3847, 39, 78, LF
3848, 39, 79, RRF
3849, 39, 78, F
3850, 39, 77, F
3851, 39, 76, F
3852, 39, 75, F
3853, 39, 74, F
3854, 39, 73, LF
3855, 40, 73, LF
3856, 40, 74, F
3857, 40, 75, RRF
3858, 40, 74, LF
3859, 41, 74, LF
3860, 41, 75, F
3861, 41, 76, LF
3862, 40, 76, RRF
3863, 41, 76, LF
3864, 41, 77, LF
3865, 40, 77, RF
3866, 40, 78, F
3867, 40, 79, F
3868, 40, 80, F
3869, 40, 81, F
3870, 40, 82, F
3871, 40, 83, LF
3872, 39, 83, F
3873, 38, 83, F
3874, 37, 83, LF
3875, 37, 82, LF
3876, 38, 82, F
3877, 39, 82, RF
3878, 39, 81, RRF
3879, 39, 82, LF
3880, 38, 82, F
3881, 37, 82, LF
3882, 37, 81, LF
3883, 38, 81, RRF
3884, 37, 81, LF
3885, 37, 80, LF
3886, 38, 80, F
3887, 39, 80, RRF
3888, 38, 80, F
3889, 37, 80, LF
3890, 37, 79, RF
3891, 36, 79, LF
3892, 36, 78, LF
3893, 37, 78, RF
3894, 37, 77, F
3895, 37, 76, F
3896, 37, 75, F
3897, 37, 74, RF
3898, 36, 74, F
3899, 35, 74, RF
3900, 35, 75, RRF
3901, 35, 74, LF
3902, 36, 74, LF
3903, 36, 75, RRF
3904, 36, 74, LF
3905, 37, 74, LF
3906, 37, 75, F
3907, 37, 76, LF
3908, 36, 76, RRF
3909, 37, 76, LF
3910, 37, 77, F
3911, 37, 78, LF
3912, 36, 78, RF
3913, 36, 79, RF
3914, 37, 79, LF
3915, 37, 80, LF
3916, 36, 80, RRF
3917, 37, 80, LF
3918, 37, 81, F
3919, 37, 82, LF
3920, 36, 82, RF
3921, 36, 83, F
3922, 36, 84, LF
3923, 35, 84, LF
3924, 35, 83, RRF
3925, 35, 84, RF
3926, 36, 84, LF
3927, 36, 85, LF
3928, 35, 85, F
3929, 34, 85, F
3930, 33, 85, LF
3931, 33, 84, RF
3932, 32, 84, LF
3933, 32, 83, LF
3934, 33, 83, F
3935, 34, 83, LF
3936, 34, 84, RRF
3937, 34, 83, RF
3938, 33, 83, F
3939, 32, 83, RF
3940, 32, 84, LF
3941, 31, 84, LF
3942, 31, 83, RF
3943, 30, 83, LF
3944, 30, 82, LF
3945, 31, 82, RF
3946, 31, 81, F
3947, 31, 80, F
3948, 31, 79, LF
3949, 32, 79, LF
3950, 32, 80, F
3951, 32, 81, F
3952, 32, 82, RRF
3953, 32, 81, LF
3954, 33, 81, F
3955, 34, 81, LF
3956, 34, 82, LF
3957, 33, 82, RRF
3958, 34, 82, F
3959, 35, 82, RF
3960, 35, 81, LF
3961, 36, 81, RRF
3962, 35, 81, LF
3963, 35, 80, RF
3964, 34, 80, LF
3965, 34, 79, LF
3966, 35, 79, RRF
3967, 34, 79, RF
3968, 34, 80, LF
3969, 33, 80, RRF
3970, 34, 80, F
3971, 35, 80, LF
3972, 35, 81, F
3973, 35, 82, LF
3974, 34, 82, LF
3975, 34, 81, RF
3976, 33, 81, F
3977, 32, 81, LF
3978, 32, 80, F
3979, 32, 79, RF
3980, 31, 79, F
3981, 30, 79, RRF
3982, 31, 79, LF
3983, 31, 80, F
3984, 31, 81, LF
3985, 30, 81, LF
3986, 30, 80, RF
3987, 29, 80, LF
3988, 29, 79, RRF
3989, 29, 80, LF
3990, 28, 80, F
3991, 27, 80, RRF
3992, 28, 80, F
3993, 29, 80, F
3994, 30, 80, LF
3995, 30, 81, RF
3996, 31, 81, LF
3997, 31, 82, LF
3998, 30, 82, RF
3999, 30, 83, LF
4000, 29, 83, F
4001, 28, 83, LF
4002, 28, 82, F
4003, 28, 81, LF
4004, 29, 81, LF
4005, 29, 82, RRF
4006, 29, 81, RF
4007, 28, 81, F
4008, 27, 81, RRF
4009, 28, 81, LF
4010, 28, 82, F
4011, 28, 83, LF
4012, 27, 83, LF
4013, 27, 82, RF
4014, 26, 82, F
4015, 25, 82, LF
4016, 25, 81, LF
4017, 26, 81, RF
4018, 26, 80, RF
4019, 25, 80, RRF
4020, 26, 80, LF
4021, 26, 81, LF
4022, 25, 81, RF
4023, 25, 82, LF
4024, 24, 82, F
4025, 23, 82, RF
4026, 23, 83, LF
4027, 22, 83, RRF
4028, 23, 83, LF
4029, 23, 84, RRF
4030, 23, 83, F
4031, 23, 82, LF
4032, 24, 82, F
4033, 25, 82, LF
4034, 25, 83, LF
4035, 24, 83, RRF
4036, 25, 83, LF
4037, 25, 84, LF
4038, 24, 84, RRF
4039, 25, 84, LF
4040, 25, 85, LF
4041, 24, 85, F
4042, 23, 85, F
4043, 22, 85, F
4044, 21, 85, LF
4045, 21, 84, LF
4046, 22, 84, RRF
4047, 21, 84, LF
4048, 21, 83, F
4049, 21, 82, LF
4050, 22, 82, RF
4051, 22, 81, RF
4052, 21, 81, RRF
4053, 22, 81, LF
4054, 22, 82, LF
4055, 21, 82, RF
4056, 21, 83, LF
4057, 20, 83, LF
4058, 20, 82, F
4059, 20, 81, RF
4060, 19, 81, LF
4061, 19, 80, RRF
4062, 19, 81, F
4063, 19, 82, LF
4064, 18, 82, RRF
4065, 19, 82, LF
4066, 19, 83, F
4067, 19, 84, RRF
4068, 19, 83, F
4069, 19, 82, F
4070, 19, 81, LF
4071, 20, 81, LF
4072, 20, 82, F
4073, 20, 83, RF
4074, 21, 83, LF
4075, 21, 84, LF
4076, 20, 84, RF
4077, 20, 85, RRF
4078, 20, 84, LF
4079, 21, 84, LF
4080, 21, 85, RF
4081, 22, 85, F
4082, 23, 85, F
4083, 24, 85, LF
4084, 24, 86, LF
4085, 23, 86, RRF
4086, 24, 86, F
4087, 25, 86, LF
4088, 25, 87, LF
4089, 24, 87, RRF
4090, 25, 87, RF
4091, 25, 86, LF
4092, 26, 86, RRF
4093, 25, 86, F
4094, 24, 86, LF
4095, 24, 85, LF
4096, 25, 85, F
4097, 26, 85, F
4098, 27, 85, LF
4099, 27, 86, F
4100, 27, 87, LF
4101, 26, 87, RRF
4102, 27, 87, RF
4103, 27, 86, F
4104, 27, 85, RF
4105, 26, 85, F
4106, 25, 85, LF
4107, 25, 84, LF
4108, 26, 84, F
4109, 27, 84, RRF
4110, 26, 84, F
4111, 25, 84, LF
4112, 25, 83, F
4113, 25, 82, LF
4114, 26, 82, LF
4115, 26, 83, RRF
4116, 26, 82, LF
4117, 27, 82, LF
4118, 27, 83, RF
4119, 28, 83, LF
4120, 28, 84, RRF
4121, 28, 83, LF
4122, 29, 83, F
4123, 30, 83, F
4124, 31, 83, LF
4125, 31, 84, RF
4126, 32, 84, F
4127, 33, 84, LF
4128, 33, 85, F
4129, 33, 86, RRF
4130, 33, 85, LF
4131, 34, 85, LF
4132, 34, 86, RRF
4133, 34, 85, LF
4134, 35, 85, F
4135, 36, 85, LF
4136, 36, 86, RF
4137, 37, 86, RRF
4138, 36, 86, LF
4139, 36, 85, LF
4140, 37, 85, RRF
4141, 36, 85, LF
4142, 36, 84, LF
4143, 37, 84, RRF
4144, 36, 84, LF
4145, 36, 83, F
4146, 36, 82, LF
4147, 37, 82, LF
4148, 37, 83, RF
4149, 38, 83, LF
4150, 38, 84, F
4151, 38, 85, F
4152, 38, 86, RRF
4153, 38, 85, F
4154, 38, 84, LF
4155, 39, 84, RRF
4156, 38, 84, LF
4157, 38, 83, LF
4158, 39, 83, F
4159, 40, 83, RF
4160, 40, 82, LF
4161, 41, 82, LF
4162, 41, 83, RRF
4163, 41, 82, RF
4164, 40, 82, LF
4165, 40, 81, F
4166, 40, 80, F
4167, 40, 79, F
4168, 40, 78, F
4169, 40, 77, LF
4170, 41, 77, LF
4171, 41, 78, F
4172, 41, 79, F
4173, 41, 80, RRF
4174, 41, 79, F
4175, 41, 78, F
4176, 41, 77, F
4177, 41, 76, LF
4178, 42, 76, LF
4179, 42, 77, F
4180, 42, 78, F
4181, 42, 79, RRF
4182, 42, 78, LF
4183, 43, 78, F
4184, 44, 78, LF
4185, 44, 79, LF
4186, 43, 79, RRF
4187, 44, 79, LF
4188, 44, 80, LF
4189, 43, 80, RRF
4190, 44, 80, RF
4191, 44, 79, F
4192, 44, 78, LF
4193, 45, 78, LF
4194, 45, 79, F
4195, 45, 80, RF
4196, 46, 80, LF
4197, 46, 81, F
4198, 46, 82, LF
4199, 45, 82, RRF
4200, 46, 82, LF
4201, 46, 83, LF
4202, 45, 83, F
4203, 44, 83, F
4204, 43, 83, F
4205, 42, 83, LF
4206, 42, 82, LF
4207, 43, 82, RRF
4208, 42, 82, LF
4209, 42, 81, LF
4210, 43, 81, F
4211, 44, 81, LF
4212, 44, 82, RRF
4213, 44, 81, LF
4214, 45, 81, RRF
4215, 44, 81, F
4216, 43, 81, F
4217, 42, 81, LF
4218, 42, 80, RRF
4219, 42, 81, LF
4220, 41, 81, RRF
4221, 42, 81, LF
4222, 42, 82, F
4223, 42, 83, RF
4224, 43, 83, F
4225, 44, 83, F
4226, 45, 83, LF
4227, 45, 84, LF
4228, 44, 84, RF
4229, 44, 85, F
4230, 44, 86, LF
4231, 43, 86, LF
4232, 43, 85, RF
4233, 42, 85, LF
4234, 42, 84, LF
4235, 43, 84, RRF
4236, 42, 84, RF
4237, 42, 85, F
4238, 42, 86, LF
4239, 41, 86, LF
4240, 41, 85, F
4241, 41, 84, RRF
4242, 41, 85, F
4243, 41, 86, LF
4244, 40, 86, F
4245, 39, 86, LF
4246, 39, 85, LF
4247, 40, 85, RF
4248, 40, 84, RRF
4249, 40, 85, LF
4250, 39, 85, RF
4251, 39, 86, RF
4252, 40, 86, F
4253, 41, 86, LF
4254, 41, 87, F
4255, 41, 88, RF
4256, 42, 88, RRF
4257, 41, 88, LF
4258, 41, 87, F
4259, 41, 86, LF
4260, 42, 86, LF
4261, 42, 87, RRF
4262, 42, 86, F
4263, 42, 85, LF
4264, 43, 85, LF
4265, 43, 86, F
4266, 43, 87, RRF
4267, 43, 86, LF
4268, 44, 86, F
4269, 45, 86, LF
4270, 45, 87, LF
4271, 44, 87, RF
4272, 44, 88, RRF
4273, 44, 87, LF
4274, 45, 87, LF
4275, 45, 88, F
4276, 45, 89, F
4277, 45, 90, LF
4278, 44, 90, LF
4279, 44, 89, RF
4280, 43, 89, LF
4281, 43, 88, RRF
4282, 43, 89, RF
4283, 44, 89, LF
4284, 44, 90, F
4285, 44, 91, LF
4286, 43, 91, F
4287, 42, 91, F
4288, 41, 91, LF
4289, 41, 90, F
4290, 41, 89, LF
4291, 42, 89, LF
4292, 42, 90, RF
4293, 43, 90, RRF
4294, 42, 90, LF
4295, 42, 89, RF
4296, 41, 89, F
4297, 40, 89, LF
4298, 40, 88, RRF
4299, 40, 89, RF
4300, 41, 89, LF
4301, 41, 90, F
4302, 41, 91, F
4303, 41, 92, LF
4304, 40, 92, F
4305, 39, 92, LF
4306, 39, 91, LF
4307, 40, 91, RF
4308, 40, 90, RRF
4309, 40, 91, LF
4310, 39, 91, F
4311, 38, 91, LF
4312, 38, 90, LF
4313, 39, 90, RF
4314, 39, 89, F
4315, 39, 88, F
4316, 39, 87, LF
4317, 40, 87, RRF
4318, 39, 87, F
4319, 38, 87, RRF
4320, 39, 87, LF
4321, 39, 88, F
4322, 39, 89, F
4323, 39, 90, LF
4324, 38, 90, LF
4325, 38, 89, F
4326, 38, 88, RF
4327, 37, 88, LF
4328, 37, 87, RRF
4329, 37, 88, LF
4330, 36, 88, F
4331, 35, 88, LF
4332, 35, 87, LF
4333, 36, 87, RRF
4334, 35, 87, LF
4335, 35, 86, RRF
4336, 35, 87, F
4337, 35, 88, LF
4338, 34, 88, LF
4339, 34, 87, RRF
4340, 34, 88, LF
4341, 33, 88, LF
4342, 33, 87, RRF
4343, 33, 88, LF
4344, 32, 88, LF
4345, 32, 87, RF
4346, 31, 87, LF
4347, 31, 86, LF
4348, 32, 86, RF
4349, 32, 85, RF
4350, 31, 85, RRF
4351, 32, 85, LF
4352, 32, 86, LF
4353, 31, 86, F
4354, 30, 86, LF
4355, 30, 85, F
4356, 30, 84, RF
4357, 29, 84, RRF
4358, 30, 84, LF
4359, 30, 85, F
4360, 30, 86, LF
4361, 29, 86, RRF
4362, 30, 86, F
4363, 31, 86, LF
4364, 31, 87, RF
4365, 32, 87, LF
4366, 32, 88, LF
4367, 31, 88, RRF
4368, 32, 88, F
4369, 33, 88, F
4370, 34, 88, LF
4371, 34, 89, LF
4372, 33, 89, RF
4373, 33, 90, LF
4374, 32, 90, LF
4375, 32, 89, RRF
4376, 32, 90, RF
4377, 33, 90, RF
4378, 33, 89, LF
4379, 34, 89, F
4380, 35, 89, RRF
4381, 34, 89, LF
4382, 34, 88, LF
4383, 35, 88, F
4384, 36, 88, LF
4385, 36, 89, F
4386, 36, 90, RRF
4387, 36, 89, F
4388, 36, 88, LF
4389, 37, 88, F
4390, 38, 88, LF
4391, 38, 89, F
4392, 38, 90, LF
4393, 37, 90, LF
4394, 37, 89, RRF
4395, 37, 90, RF
4396, 38, 90, LF
4397, 38, 91, LF
4398, 37, 91, F
4399, 36, 91, RF
4400, 36, 92, F
4401, 36, 93, LF
4402, 35, 93, LF
4403, 35, 92, F
4404, 35, 91, RRF
4405, 35, 92, F
4406, 35, 93, LF
4407, 34, 93, LF
4408, 34, 92, F
4409, 34, 91, F
4410, 34, 90, LF
4411, 35, 90, RRF
4412, 34, 90, RF
4413, 34, 91, F
4414, 34, 92, LF
4415, 33, 92, LF
4416, 33, 91, RRF
4417, 33, 92, RF
4418, 34, 92, LF
4419, 34, 93, LF
4420, 33, 93, F
4421, 32, 93, LF
4422, 32, 92, F
4423, 32, 91, RRF
4424, 32, 92, LF
4425, 31, 92, F
4426, 30, 92, F
4427, 29, 92, LF
4428, 29, 91, LF
4429, 30, 91, F
4430, 31, 91, RRF
4431, 30, 91, LF
4432, 30, 90, LF
4433, 31, 90, RRF
4434, 30, 90, LF
4435, 30, 89, LF
4436, 31, 89, RRF
4437, 30, 89, LF
4438, 30, 88, RF
4439, 29, 88, LF
4440, 29, 87, LF
4441, 30, 87, RRF
4442, 29, 87, F
4443, 28, 87, LF
4444, 28, 86, F
4445, 28, 85, LF
4446, 29, 85, RRF
4447, 28, 85, RF
4448, 28, 86, F
4449, 28, 87, RF
4450, 29, 87, LF
4451, 29, 88, LF
4452, 28, 88, RRF
4453, 29, 88, F
4454, 30, 88, LF
4455, 30, 89, LF
4456, 29, 89, RRF
4457, 30, 89, LF
4458, 30, 90, LF
4459, 29, 90, F
4460, 28, 90, RF
4461, 28, 91, RRF
4462, 28, 90, LF
4463, 29, 90, F
4464, 30, 90, LF
4465, 30, 91, LF
4466, 29, 91, RF
4467, 29, 92, F
4468, 29, 93, LF
4469, 28, 93, LF
4470, 28, 92, RRF
4471, 28, 93, LF
4472, 27, 93, LF
4473, 27, 92, RRF
4474, 27, 93, F
4475, 27, 94, LF
4476, 26, 94, LF
4477, 26, 93, F
4478, 26, 92, F
4479, 26, 91, LF
4480, 27, 91, RRF
4481, 26, 91, LF
4482, 26, 90, F
4483, 26, 89, RRF
4484, 26, 90, F
4485, 26, 91, F
4486, 26, 92, LF
4487, 25, 92, LF
4488, 25, 91, F
4489, 25, 90, F
4490, 25, 89, F
4491, 25, 88, LF
4492, 26, 88, F
4493, 27, 88, LF
4494, 27, 89, F
4495, 27, 90, RRF
4496, 27, 89, LF
4497, 28, 89, RRF
4498, 27, 89, LF
4499, 27, 88, RF
4500, 26, 88, F
4501, 25, 88, F
4502, 24, 88, F
4503, 23, 88, LF
4504, 23, 87, RF
4505, 22, 87, RRF
4506, 23, 87, LF
4507, 23, 88, LF
4508, 22, 88, RRF
4509, 23, 88, F
4510, 24, 88, F
4511, 25, 88, LF
4512, 25, 89, LF
4513, 24, 89, F
4514, 23, 89, F
4515, 22, 89, RF
4516, 22, 90, LF
4517, 21, 90, LF
4518, 21, 89, F
4519, 21, 88, F
4520, 21, 87, F
4521, 21, 86, LF
4522, 22, 86, RRF
4523, 21, 86, RF
4524, 21, 87, F
4525, 21, 88, F
4526, 21, 89, F
4527, 21, 90, F
4528, 21, 91, F
4529, 21, 92, LF
4530, 20, 92, LF
4531, 20, 91, F
4532, 20, 90, F
4533, 20, 89, F
4534, 20, 88, RF
4535, 19, 88, F
4536, 18, 88, LF
4537, 18, 87, LF
4538, 19, 87, F
4539, 20, 87, RF
4540, 20, 86, RF
4541, 19, 86, LF
4542, 19, 85, RRF
4543, 19, 86, LF
4544, 18, 86, RRF
4545, 19, 86, F
4546, 20, 86, LF
4547, 20, 87, LF
4548, 19, 87, F
4549, 18, 87, F
4550, 17, 87, F
4551, 16, 87, RRF
4552, 17, 87, LF
4553, 17, 88, F
4554, 17, 89, LF
4555, 16, 89, F
4556, 15, 89, LF
4557, 15, 88, LF
4558, 16, 88, RRF
4559, 15, 88, LF
4560, 15, 87, F
4561, 15, 86, F
4562, 15, 85, RRF
4563, 15, 86, F
4564, 15, 87, F
4565, 15, 88, F
4566, 15, 89, RF
4567, 16, 89, LF
4568, 16, 90, LF
4569, 15, 90, RF
4570, 15, 91, LF
4571, 14, 91, LF
4572, 14, 90, F
4573, 14, 89, F
4574, 14, 88, F
4575, 14, 87, RF
4576, 13, 87, LF
4577, 13, 86, RRF
4578, 13, 87, F
4579, 13, 88, RRF
4580, 13, 87, LF
4581, 14, 87, LF
4582, 14, 88, F
4583, 14, 89, LF
4584, 13, 89, F
4585, 12, 89, LF
4586, 12, 88, F
4587, 12, 87, RF
4588, 11, 87, LF
4589, 11, 86, F
4590, 11, 85, F
4591, 11, 84, LF
4592, 12, 84, RF
4593, 12, 83, LF
4594, 13, 83, F
4595, 14, 83, LF
4596, 14, 84, LF
4597, 13, 84, RF
4598, 13, 85, LF
4599, 12, 85, RF
4600, 12, 86, RRF
4601, 12, 85, LF
4602, 13, 85, F
4603, 14, 85, LF
4604, 14, 86, RRF
4605, 14, 85, RF
4606, 13, 85, LF
4607, 13, 84, LF
4608, 14, 84, F
4609, 15, 84, F
4610, 16, 84, F
4611, 17, 84, LF
4612, 17, 85, LF
4613, 16, 85, RF
4614, 16, 86, RF
